Дмитрий Иванович Менделеев написал для энциклопедического словаря Брокгауза и Ефрона 54 статьи, три из них на кулинарную тему. Одно из названии статьи на кулинарную тему  называются именно так.;Компот
В передаче Ленинградского телевидения медвежатам Тяпе и Ляпе составляла компанию кукла Жаконя, изображавшая это животное.;Обезьянка
Какое женское имя вошло в название одной из ближайших к нам галактик?;Андромеда
Кто за 330 лет до н.э. писал: ”В Индии добывают медь, которая отличается от золота только своим вкусом?”;Аристотель
Джуда, бенеда, мунуда, яуда, фида, мененеда, квасида. Я не прошу вас перевести все 7 слов с языка индейцев племени акан. Переведите последнее слово.;Воскресенье
Стрелковое оружие, изобретенное в середине 15 века, в ее устройстве был использован изогнутый S-образный стержень с центральной осью.;Аркебуза
Самое главное полесское гадание - на кутье. Девушка зачерпывала первую ложку кутьи, заворачивала ложку и клала ее под подушку, чтобы во сне увидеть будущего мужа. А во что она заворачивала ложку?;Штаны
С помощью чего высекались знаки на клинописных таблицах в древнем Вавилоне?;Грифель
На благовещение пережигали соль в печи. С этой солью считавшейся целебной, пекли небольшие булочки, предназначенные для лечения скота. Как называлась эта булочка?;Бяшка
Как в старину называли пару волов или лошадей, запряженных в одну упряжку?;Супруги
Ласточка день начинает. А кто, согласно русской пословице, день заканчивает?;Соловей
Как звали горбуна в романе Виктора Гюго Собор Парижской Богоматери;Квазимодо
Какое слово произошло от слова “коболд” с конца 15 века в Германии, означавшее горного духа, обитавшего по древним преданиям в горах и вредившего рудокопам?;Гном
Предмет, на котором в чулане когда-то сидел наказанный Мальвиной Буратино.;Горшок
Как называются облака, которые расположены выше всех и преобладают на высоте 18 километров?;Перистые
На мачте флагманского корабля Горацио Нельсона был прибит этот предмет, и Виктории сопутствовала удача.;Подкова
Фамилия артиста, сыгравшего Дон Кихота в фильме немецкого режиссера Георга Вильгельма Пабста?;Шаляпин
По мнению Тэффи, эти древние шагу не могли ступить без кощунства то священной кошке хвост отдавят, то цыкнут на священную собаку, то съедят в борще святую муху...;Египтяне
Что такое древнерусский сбитень?;Напиток
В 1999 году Линчева из Южного Тайваня обнаружил в пруду своего сада это священное для китайцев животное аж с тремя головами и отнес в храм.;Черепаха
Что нужно воткнуть при входе в дом по старорусским поверьям, чтобы успокоить черную силу?;Игла
Известная женщина. Почётный профессор МГУ им. М. В. Ломоносова. Вероисповедание индуизм. Политик.;Ганди
Славная бабенка, но что главное в ней хорошо, что в ней нет ничего бабьего, то есть ничего именного того, что у них есть самого неприятного. Кто так отзывался о молоденькой незнакомке?;Чичиков
Как звали Философа который советовал Александру Македонскому “Быть предводителем у греков и хозяином варваров, относиться к первым как к друзьям и родным, а к последним- как к животным и растениям ”. Как звали этого философа?;Аристотель
К юбилею католикоса-патриарха Илии 2 супруги из Кахетии приготовили это лакомство из 28 литров виноградного сока, 7 кило муки и 2 кило грецких орехов.;Чурчхела
В 1905 году группа учеников этой школы основала одноименный футбольный клуб.;Галатасарай
Как называется поверхность земли под ледниками? Она появляется при таянии или отступлении ледника.;Друмлин
Как в старину называли пастуха?;Оаух
Минерал используемый для производства стекла. В переводе с греческого означает как “обманываю;Апатит
Прибор для разделения камней от сыпучих пород. Используется в основном в золотодобыче.;Грохот
Английский историк, который достиг поста сенатора страны. Являлся также оратором и был всегда на нейтральной стороне.;Публий
Во втором тысячелетии  до н.э существовал знаменитый народ в Вавилонии, который разговаривал на редком языке, который сейчас считается умершим. На каком языке они говорили?;Аморейский
За изготовление этого прибора по собственным чертежам изобретатель заплатил мастеру 18 долларов и сам поразился результату.;Фонограф
Древние кельты считали, что это место, где очень много жаренной свинины.;Рай
Как называется церковный алтарь который может меняться на различные праздники?;Складень
Название поэмы, которую в 1816 году опубликовал английский поэт Сэмюэл Колридж, где описал дворец Великого хана Китая?;Хубилай
В старину при переезде из одного дома в другой брали с собой именно это… Считали что взяв это, перенесут в новое жилище домового.;Веник
В деле петрашевцев этот отставной инженер-поручик 27 лет от роду значился одним из самых опасных преступников: его ожидал отстрел на Семеновском плацу.;Достоевский
Даже во время холодной войны этой тюрьмой Западного Берлина совместно управляли четыре державы-союзницы.;Шпандау
Необеспеченных актеров, художников и литераторов, ведущих беспечную и беспорядочную жизнь, французы называют цыганщина. А на французском это будет ...?;Богема
Благодаря чему в готические времена удлиняли храмы, чтобы их было видно из далека.;Шпиль
Один из видов шпилей выполняющие из свинца?;ПИНАКЛЬ
Десерт который делают из сыра и печенья, подают в холодном виде.;Тирамису
Что впервые было использовано в 1910 году в петербургском ресторане Новоярославец?;Пылесос
Назовите денежную единицу Польши.;Злотый
Вопрос на супер игру про царей прайда Что львы обычно делают перед охотой, а человек для того, чтобы отрегулировать температуру мозга и снять стресс.;Зевает
На финальную игру выдался такой вопросНа Руси чтобы увидеть своего жениха, молодые девушки любили гадать. Как назывался процесс гадания при богине Женской Любви?;Ладуванье
Этот объект во французской деревни Сарра Гоши первым среди подобных получил статус исторического памятника. Занимает меньше гектара, зато плоды приносит и в свои 200 лет.;Виноградник
Символ этого города Белая башня 16 века, а флагшток сделан из мачты турецкого корабля, потопленного греками в 1912 году.;Салоники
Задолго до Марко Поло итальянцы узнали об этом кушанье от арабов.;Макароны
Столицей какой страны является Куала-Лумпур?;Малайзия
В 1712 году он сделал виолончель для великого герцога Тосканского, ныне на инструменте играет американец Йо-Йо Ма;Страдивари
Назовите вид кредитования очень дорогих товаров не только для физических лиц, но и юридических.;Лизинг
Как называется сорт слив, имя которому дали в честь супруги французского короля Франциско 1?;Ренклод
Паровозное депо, а также всемирно известный Мраморный вокзал были сделаны в 1904 году. Через год было открыто движение, и ныне, задумав прокатится по Кругобайкальской дороге, вы сядете в поезд на этой станции.;Слюдянка
На гербе, какого города изображена охапка колосьев с серпом?;Уссурийск
Символом чего была свинья в Древнем Риме?;Свадьба
В старинных летописях 10-11 века наряду с кулачными боями, городками и лаптой упоминается и эта игра с мячом на льду. Как она называлась? Большим поклонником этой игры позже был Петр 1, при нем она собирала несколько тысяч зрителей. Играли на льду реки Нева, клюшки тогда назывались ключка или даже шаровень.;Клюшкование
Самый популярный и узнаваемый герой мультиков, созданный в Японии?;Покемон
Поморы, уходя на длительную рыбалку, обязательно брали собой особого человека... Кто это был?;Сказочник
Назовите реку, которая находится в Хорватии с сильным течением особенно в каньоне?;Цетина
Как в древней Руси до 16 века называлось воскресенье?;Неделя
Энергия солнца использовалась давно. Одному великому ученому пришла идея сжечь и затопить вражеские корабли с помощью солнечной энергии. В каком городе это произошло?;Сиракузы
На древней плите, найденной археологами в Риме сохранилась надпись Баня, радость и ***;Любовь
Как звали самого главного держателя школы, в которой тренировались гладиаторы?;Батиат
Одна из стран, которую омывает Балтийское море. На ее флаге присутствует синий цвет.;Эстония
Набожные шотландцы отказались использовать это в пищу, ведь об этом не упомянуто в Библии. О чем речь?;Картофель
Крупная российская компания, которая специализируется на системах безопасности?;Болид
Как называется кресло космонавта?;Ложемент
Какую нечистую силу изгоняют 17 марта, в день Герасима Грачевника? А выгнать медлу прочем, можно с помощью верблюжьей шерсти, положенной под шесток, или еще заговора божья. Ах ты, гои еси, ***, выходи из Горюниного дома, скорее.;Кикимора
Премия Белла, учрежденная в ее честь, присуждается молодым поэтам. жюри оценивает претендентов по одному-единственному стихотворению.;Ахмадулина
Как называется прибор для распознавания товара или предметов по штрих-коду?;Сканер
Как раньше назывался пролет в романском стиле строительства зданий?;Травея
Морских животных-губок, люди с древности использовали для мытья. А какую часть тела использовали?;Скелет
Самая дорогая электрическая машина в мире, имеет очень красивое название в честь ученого?;Тесда
Материал, приготовляемый из шерсти, используемый для производства ковров в Киргизии.;Войлок
"Когда-то на Руси это называли ""насверхсыткой"", а теперь профессиональные повара и домохозяйки употребляют именно этот французский термин.";Десерт
На индонезийском острове Флорес веков 500 назад проживали эти птахи ростом до 2 метров и весом до 16 килограммов. Ныне их родичи куда меньше.;Марабу
Век назад Луи Фейад снял о нем пять остросюжетных фильмов за пару лет. Рене Навару, игравшему злодея, толпа на улицах проходу не давала.;Фантомас
Даль писал что, невесты на свадьбу заплетали косу, обвивали вокруг головы и одевали кокошник. Как называли девушку, которая вышла замуж без позволения родителей?;Самокрутка
Как в Западной Европе в середине века назывался распорядитель торжеств и рыцарских турниров?;Герольд
Популярное лесное растение высотой до 30 см, его используют для лечения глазных болезней;Очанка
Японский крейсер, который задумал английским инженером, который участвовал в русско-японской войне.;Такасаго
В честь школьника Евгения Салиндера, обнаружившего его на мысе Сопочная Карга, находку назвали Женей.;Мамонт
Совокупность, классификация должностей на предприятии для эффективного управления?;Структура
Как на Урале называется утес на реке, опасный для судов? Опасность создается водяной струей, которая бьет прямо в скалу. Это обычно происходит на крутых поворотах реки.;Боец
Какой город в 1935 году был переименован в Куйбышев?;Самара
Как называется вид стекла, содержащего оксид свинца или бария?;Хрусталь
По словам швейцарских животноводов, если корову подоить до рассвета, выпитое молоко произведет такое действие.;Снотворное
Чукчи говорили: От того как вы относитесь к этому существу в этой жизни зависит ваше место на небесах. О чем идет разговор?;Собака
"Название этому автоматическому пистолету дала латинская фраза ""готовься к войне"".";Парабеллум
Как называется соединение металла и ртути?;Амальгама
В романе “Дервиш и смерть” встречается герой Ахмед, который боролся за справедливость и правду. К какой армии он относился во время службы?;Османская
Как называется третий период Кайнозойной геологической эры?;Неоген
Среди них полосатая, пятнистая, синяя, угревидная и дальневосточная.;Зубатка
Какой элемент городского устройства, впервые появившийся в 1782 году в Париже, первоначально имел исключительно санитарно-гигиеническое значения?;Тротуар
Как назывались деньги в Западной Африке, которые представляли собой раковины маленьких, похожих на улиток существ, обитавших в тропических водах Индийского и Тихого океанов.;Каури
В городе Перечин Закарпатской области помнят Федора Фекету. По преданию, он погиб в 1838 году, провалившись под лед. Кем он работал?;Почтальон
В парке миниатюр с этим названием на 6 гектарах выставлены модели знаменитых зданий Турции и других стран.;Миниатюрк
Что в 19 веке должны были предъявить пассажиры в порту при посадке на пароход, кроме билетов? Особенно на трансатлантических рейсах?;Продукты
Как издревле, в народе называлась кутья, рождественская каша из целых зерне ячменя, политая медом или медовой сытью?;Канун
Как называли вечер на кануне нового года в 19 веке, то есть 12 января?;Щедрый
Брюки из плотной хлопчатобумажной ткани, с проклёпанными стыками швов на карманах. впервые изготовленные в 1853 году Ливаем Страуссом в качестве рабочей одежды для фермеров, так называемых ребёнком?;Джинсы
Как назывались пешие солдаты, составляющие основу армии Александра Македонского. Эти солдаты сражались в боевом порядке, который назывался фаланга?;Гоплиты
С греческого это переводится как “совместное проживание”, а в современном мире это называется… О чем речь?;Симбиоз
Этот материал используют для защиты от дождя и ветра, а также от взрывозащиты электронных предметов.;Компаунд
Не известно ни одного случая, чтобы это хищное животное семейства кошачьих напало на людей. О каком животном идет речь?;Гепард
Растение, произрастающее вдоль реки в излучине Нигера, которое является превосходным кормом для лошадей.;Бургу
С помощью какого плода, по утверждению одного датчанина, можно подтвердить принадлежность к королевскому роду?;Горошина
Этот показатель гипса по шкале Мооса равен двум меньше лишь у талька.;Твердость
Как называется магазин или булочная у солдатов на территории военной части в России?;Чпок
Кто первым известил Императрицу Елизавету Петровну об открытии Аляски вот такими словами к тебе от восточных стран спешат уже американские волны, в Камчатский порт веселья полны. Кто этот человек?;Ломоносов
Что, как отмечал писатель и натуралист 19 века Александр Черкасов, тут же требуется человеку, который поел парной лосятины;Спать
Художественное направление 18 века описывающее все что казалась очень странным.;Романтизм
Как называют коренных жителей Новой Гвинеи?;Папуасы
О чем французский философ сказал, что она подобна явлению духов, ибо немногим посчастливилось видеть и почувствовать ее, но решительно все о ней говорят?;Любовь
Какая рыба может уплыть от каймана безнаказанно благодаря своему заряду.;Угорь
Из какого материала были изготовлены паруса колумбовой шхуне Санта-Мария?;Джинс
Японская знаменитая компания, выпускающая компьютерные игры и приставки.;Нинтендо
Хвойное дерево, из которого была построена первая русская флотилия в 17 веке.;Лиственница
Какой святой на Руси считался покровителем домашних свиней и свиноводства? Именно, поэтому 31 декабря (по старому стилю), в канун нового года полагалось есть свинину.;Василий
Назовите производственную печь, созданную впервые на территории Европы, в которой выплавляют чугун.;Домна
Приправа народов Западной Африки, похожая на небольшой, твердый зеленый помидор с горьким привкусом - нечто среднее между баклажаном и помидором?;Нгойо
Чтобы получить 50 000 000 пользователей в мире радио понадобилось 38 лет. Телевидение собрало 50 000 000 пользователей за 13 лет. А чему понадобилось всего 4 года?;Интернет
Как в советское время называли продажу из-под полы?;Бутлег
При извержении какого вулкана погибли города Геркуланум и Помпеи?;Везувий
"Именно в этой стране возник первый в истории талисман чемпионов мира по футболу - маленький веселый львенок-футболист ""Вилли"".";Англия
Как называлось собрание актов о дворянских родах, то есть родословные книги?;Метрика
Название реки, у которой произошло в 334 году до нашей эры первое важное сражение Александра Македонского, которая протекает по территории Турции?;Граник
Как называют зеленый налет на поверхности изделий из меди?;Патина
Как называется устное творчество, над которым работает множество народа?;Фольклор
Назовите фамилию человека, в честь которого назвали континент Америка.;Веспуччи
В какой борьбе нужны не только мышцы и сила, но также театральное искусство?;Реслинг
Как называется одно из амплуа козла в бродячем ярмарочном цирке?Василий Песков описывал этот цирковой номер. Правда, он видел это в Индии, но говорят, что когда-то и у нас был такой цирковой номер и тем более в книге рекордов Гиннесса даже описан такой козел, или такой номер с козлом, на рогах которого сидела мартышка.;Канатоходец
Как назывался пассажир в 18-19 веках, который ездил на крыше омнибуса?;Обезьяна
"Фамилия этого знаменитого философа в буквальном переводе с немецкого означает ""Огненный ручей"".";Фейербах
Чеченская народная мудрость гласит не старайся всегда для себя, как мотыга, не старайся всегда для других, как тяпка, будь с людьми и так и сяк как *** Что?;Пила
Название одной из самых старых рыб. Расцвет этого семейства наступил 100-200 миллионов лет назад, когда на земле еще жили динозавры.;Осетр
Эрнст Геккел ввел определение окружающей нас среды. Сформировалось и устоялось оно после нескольких катаклизмов со стороны природы.;Экология
Как в Древней Греции называлось письмо-свиток, намотанное на палочку?;Скитала
Назовите столицу Республики Тува;Кызыл
В честь какого героя Куликовской битвы назван один из переулков в Москве?;Ослябя
Что в переводе означает слово Помпеи?;Пять
Залив делящий береговую линию на несколько частей Тихого океана в Центральной Америке.;Панамский
Сына этого гомеровского героя звали Телемах.;Одисей
Самая главная процедура при добыче и поиске золота, алмазов на клондайке?;Промывка
На территории какого островного государства Европы находился вулкан Гекла?;Исландия
Какое было хобби у Дмитрия Ивановича Менделеева, то есть то, что он делал в свободное время. Какое название этого предмета?;Чемодан
На востоке с древности волшебным корнем считается женьшень. А на западе, в Европе существует аналогичный волшебный корень. Как он называется?;Мандрагора
Ядом какого цветка аптекарь Лоренцо усыпил Джульетту?;Лютик
Как называлось небольшое углубление в углу печи, куда ставили горящую лучину и смолье?;Камелек
Как называется постройка, которая облегчает морякам безошибочно узнавать в ночи или в плохую погоду, где находится земля или отмель?;Маяк
Зеленый делают из недозрелых плодов. Красный из созревших ягод. Белый кипятят, снимают кожицу. А черный просто вялят на солнце. О чем это?;Перец
Как называется мышеловка?;Кошка
Где произошло первое в мире дорожно-транспортное происшествие?;Париж
Назовите фамилию самого популярного и знаменитого Британского путешественника. Он также проходил военную службу в спецназе.;Гриллс
Асфальтирование улиц было известно еще в Вавилоне, потом о нем надолго забыли. В какой стране оно возродилось в 18 веке?;Швейцария
Необъезженный конь, которого Александр Македонский укротил еще в юности, и служивший ему верой и правдой до сражения с царем персов Дарием. Имя этого коня?;Буцефал
Сливаясь с ним, Тигр образует реку Шатт-эль-Араб;Евфрат
Главная традиция святок была и остается кутья. В течении праздника справляли кашу-кутью три раза, первый раз-в начале, в Рождественский сочельник, затем на Василия была щедрая кутья, в конце перед крещением-голодная кутья. Как называлась рождественская кутья?;Великая
Жители Тибета кладут в момо различное мясо, овощи, сыр, даже шоколад. А по сути момо представляет собой это.;Пельмени
Митрополит Московский Филипп Колычев, как известно, осуждал Ивана Грозного за введение опричнины. В своих посланиях он убеждал царя распустить опричнину и всячески осуждал за бесчинство. Иван Грозный назвал его презрительно ***., откуда и родилось известное выражение. Как он назвал Филиппа Колычева?;Филька
Какую высшую квалификацию имел вор-карманник Кирпич в романе братьев Вайнеров Эра милосердия?;Щипач
Для обслуживания аккумуляторных батарей используют этот прибор для измерения электролита;Ареометр
Один из героев Драгунского уверял: Английский язык очень сложный. Например, пишется Манчестер, а читается...;Ливерпуль
Какое растение на олимпийских играх в Древней Греции было своеобразным допингом, а запах помогал судьям безошибочно определять, принимал ли его атлет или нет? Эта штука восстанавливает ресурсы организма во время и после перегрузок и открывает второе дыхание.;Чеснок
Какое русское слово произошло от латинского еще раз шестое?;Високос
Словом Кахве, от которого происходит слово кофе, арабы называли и кофе, и вино, и что-то еще.;Любовь
Рыбацкая снасть для прикорма небольших стай рыб в мутной воде.;Кормушка
Этот архангел сопровождал Мухаммеда при его чудесном вознесении на небеса.;Джабраил
В районе Ольгино под Петербургом когда-то давным давно у дачников неизменной популярностью пользовался ресторан, где посетителям подавали только ... что?;Молоко
Какое слово было заимствованно из польского языка, в котором оно означает наемная повозка, извозчик.;Драндуает
Устройство, которым вагоны сцепляются между собой для дальнейшего движения.;Буфер
Назовите самый популярный раздел физиотерапии.;Криотерапия
Рецепт стариной русской кухни: картофель отварной, квашеная капуста, огурцы соленые, грибы соленые, помидоры соленые, лук маринованный, морковь отварная, зелень. Все это крупно нарезать, красиво выложить на блюдо, полить растительным маслом и украсить зеленью. Как это блюдо называлось?;Разносол
Назовите самый крупный порт во всем мире, большинство международных грузов проходят именно через него?;Роттердам
Как называются огромные статуи со знаменитого острова Пасхи?;Моаи
В древности особенно славился греческий сыр с острова Демос, который вывозился в 1 веке нашей эры даже в Рим, потом в Риме появились свои сорта сыра.;Лунный
Что на Руси называлось верхоньками, кожанками, дельницами, полками, вачучами?;Рукавицы
Какая электростанция впервые была построена в Египте 1913 году?;Солнечная
Плод, цвета среза которого подсказали мексиканцам цвета национального флага. Что это?;Арбуз
Как называется территориальная административная единица Швейцарии?;Кантон
Составляющая для электронной сигареты. Обычно выполняется из металлической оправы в виде трубки.;Мундштук
Назовите фамилию ученого, который предположил что в космосе самая яркая звезда состоит из двух звезд.;Бессель
Как жители южного полушария  называют по-другому знаменитое дерево Боаб которое живет порядка двух тысяч лет.?;Гадавонг
Как называлась национальная русская игра с костями животных?;Бабки
Какое мирское, то есть нецерковное имя давали родители сыну, желая ему вырасти большим, крепким и сильным?;Держава
Когда у профессора медицины Шлейха в шутку спросили, не напоминает ли ему профессия медика роль железнодорожного проводника, сопровождающего пассажиров в их путешествие на тот свет, Шлейх ответил, что в поездке он отводит себе другую роль. Какую?;Тормоз
Животное доминирующее на водопое?;Слон
У зимовщиков Шпицбергена, возвращающихся на родную землю есть традиция. Что они бросают в воду за борт теплохода, отплывая от берега для того, чтобы когда-нибудь вновь вернуться на Шпицберген?;Сапог
Класс знаков, которые разделяются на 2 подвида корни и составляющие?;Морфема
На допросе Пушкин отрекся от авторства этой поэмы ведь за кощунство грозила ссылка посерьезнее кишиневской.;Гавриилиада
Как Чайковский назвал вторую редакцию своей оперы Кузнец Вакула?;Черевички
21 марта в день Сорока Мучеников Севастийских на Руси полагалось выпекать из разной муки такое обрядовое печенье.;Жаворонок
Фирма Харлей-Дэвидсон обещала скидки байкерам, которые сделают себе это в форме логотипа компании.;Татуировка
Дополнением к праздничному костюму у девушки или молодой женщины были небольшие нарядные мешочки, карманы, которые обычно носили на поясе. Как называется такой мешочек? Эти мешочки делали из ярких, дорогих тканей, украшали вышивкой, лентами и бисером.;Лакомка
Одного русского крестьянина спросили, чтобы он ел, став царем он сказал: Сало с *** с чем?;Сало
Город, где поставлен памятник голубю. Раньше у этого памятника стоял почетный караул, играл военный оркестр, в Первую мировую голубей награждали боевыми орденами за доставку донесения. Здесь же, медики поставили памятник лягушкам.;Париж
Покровитель рыбаков в языческой Руси. Кто это?;Водяной
Назовите титул патриарха Армянской православной церкви.;Католикос
Чьей дочерью по полесским поверьям является береза?;Адам
Вопрос на первый тур для МосквичейРаньше на этой улице в Москве располагались гостиные дворы. В 18 веке часть  дворов сгорела. Раньше улица начиналась от Фроловских ворот;Ильинка
Так называется рождественский вариант кутьи, в которую добавляли медовую воду.;Сыта
Назовите один из округов древнего Рима, который создали легендарные братья Ромул этого города.;Рамны
Самый популярный журнал для женской аудитории с 1922 года?;Крестьянка
Какая птица по легенде была наказана Богородицей за то, что своим криком она выдавала божью матерь с младенцем Иисусом их преследователям, а также за то, что свила гнездо на Благовещение?;Кукушка
Назовите одну из форм состояний нервной системы, которая крайне популярно в медицине.;Дистресс
Какую краску получают в Мексике из специально разводимой на кактусах тли, которые называется кошениль?;Кармин
